Modulo,Proceso,Area,Accion,Problema,Solucion,CausaRaiz,CausaGeneral
"","Análisis IPERC / AST","Contratista","Otro","Una duda, al agregar actividades nuevas a la matriz IPERC, en el formulario para guaradar nuevas actividades no se incluye un apartado para agregar ""lugar o equipo especifico"", ¿existe una manera para poder llenar ese espacio que queda en blanco?.","Problema: La contratista señala que el formulario para agregar actividades nuevas a la Matriz IPERC carece del campo ""Lugar o Equipo Específico"", dejando ese espacio vacío en el documento final.

Causa: Omisión del campo en la configuración del formulario dinámico de captura para nuevas actividades.

Solución:

Acción de Soporte: Se actualizó el sistema y ya se habilitó el campo solicitado en el formulario de registro.

Corrección Retroactiva: Para las actividades ya guardadas con el espacio en blanco, Soporte ofrece realizar la edición manual. El usuario solo debe proporcionar la información correspondiente a cada fila.

Acción Requerida: La usuaria debe presionar F5 para actualizar la vista y confirmar que el nuevo campo ya es visible al capturar actividades.","Configuración","Incidencias Técnicas"
"","Otro","Ejecutivo de Seguridad","Altas/Bajas de personal","Podrían apoyarme a darle acceso a Planta San Juan Juan del Rio y Planta Queretaro a los técnicos de seguridad. andrea.cruz@kof.com, mariaangeles.gonzalez@kof.com, alejandro.velazquez@kof.com, emmanuel.vargas@kof.com, ya que actualmente no cuentan con acceso para validar proyectos.","Problema:
Los usuarios del área de Seguridad no contaban con acceso a la Planta San Juan del Río / Querétaro, lo que les impedía validar proyectos dentro de la plataforma.

Causa:
Los accesos a dichas plantas no se encontraban previamente asignados a los perfiles de los técnicos de seguridad indicados.

Solución:
Se realizó la asignación de accesos correspondientes a los siguientes usuarios:

andrea.cruz@kof.com

mariaangeles.gonzalez@kof.com

alejandro.velazquez@kof.com

emmanuel.vargas@kof.com","Permisos/accesos","Incidencias Técnicas"
"","Listado de Personal","Contratista","Borrar/Eliminar","Para el colaborador Btayan de la Cruz Garduño con NSS 63160106892, Borrar los documentos con los nombres: ""1.- Historial Clinico_ Yordi de la Cruz Garguño"" y ""2.- Antidoping_ Yordi de la Cruz Garguño""","Problema: El contratista solicita borrar el Historial Clínico y el Antidoping del colaborador Brayan de la Cruz Garduño (NSS 63160106892), ya que los archivos pertenecen a otra persona (Yordi de la Cruz).

Causa: Error humano por cruce de documentos durante la carga de información de salud.

Solución:

Acción de Soporte: Se eliminaron permanentemente ambos archivos del perfil del trabajador en la base de datos.

Estado: Los campos de estos documentos se encuentran ahora vacíos y disponibles.

Acción Requerida: El usuario debe actualizar su página y cargar los documentos correctos de Brayan de la Cruz para que el proceso de aprobación de personal pueda continuar.","Datos (información incorrecta)","Incidencias de Usuario"
"","Documentación General","Contratista","Revisión de información ingresada/sistema","Se realizo el alta de algunos colaboradores para este proyecto en el listado del personal y se asociaron esos colaboradores per no se dieron de alta por alguna razon Hugo y Jaime desaparecieron del listado de personal, tambien se cargaron ciertos documentos para la aporbacion del proyecto pero queda en estatus de pendiente y no avanza a verde o aprobado la duda es si ahi algo que no esté bien cargado o porque no se dieron de alta los compañeros y porque no se a aprobado el proyecto, si hay algo que modificar para corregirlo.","-Problema: El contratista no visualiza a dos colaboradores (Hugo y Jaime) en su listado y reporta que el proyecto está estancado en estatus ""Pendiente"", sin avanzar a color verde (aprobado).

Causa:

Inconsistencia de Datos: Al registrar al personal, se utilizó un RFC con guiones (SSP-130718-B76), mientras que la empresa está registrada sin ellos (SSP130718B76). Al ser una coincidencia exacta, el sistema no reconoció el vínculo.

Bloqueo de Flujo: El proyecto no avanza porque el Técnico de Seguridad no puede validar el Alcance hasta que el listado de personal esté 100% aprobado.

Solución:

Acción de Soporte: Se corrigió manualmente el RFC de los trabajadores en la base de datos para alinearlo con el perfil de la empresa.

Acción Requerida: El usuario debe actualizar su página para visualizar a los colaboradores. Se recomienda contactar al Técnico de Seguridad para que apruebe al personal restante y así liberar las siguientes etapas del proyecto.","Datos (información incorrecta)","Incidencias de Usuario"
"","Procedimiento Operativo (Alcance )","Contratista","Modificar/editar","Hay un error en el número de orden de compra falta un digito (550167521), el correcto es 5501167521, es posible que mepuedan apoyar con la correccion? o en su defecto indicarme como realizar yo esa correccion.","Problema:
El número de orden de compra fue registrado con un dígito incorrecto, lo que impedía su correcta identificación en el sistema.

Causa:
Durante el alta del proyecto, la orden de compra se capturó con un error de escritura, omitiendo un dígito del número correcto.

Solución:
Se realizó la corrección del número de orden de compra en el sistema, dejándolo con el valor correcto. La información ya se encuentra actualizada y puede utilizarse normalmente.
En caso de presentar alguna otra situación, puede indicárnoslo y con gusto le apoyamos.","Usuario","Incidencias de Usuario"
"","Alta de proyecto","Contratista","Borrar/Eliminar","Solicito su apoyo para eliminar 3 proyectos pasados.","Problema:
El usuario solicita la eliminación de varios proyectos registrados en la plataforma.

Causa:
La baja de proyectos no puede ser realizada directamente por el contratista, ya que este proceso requiere la intervención del Técnico de Seguridad de la Unidad Operativa, quien es el perfil autorizado para gestionar la eliminación de proyectos.

Solución:
El contratista debe solicitar al Técnico de Seguridad correspondiente que realice la baja del proyecto desde su módulo. Al seleccionar el proyecto, el técnico deberá indicar en el apartado de comentarios el motivo de la baja (por ejemplo, duplicidad o error). Una vez enviada la solicitud, el proceso podrá ser gestionado correctamente.","Eliminación/Baja",""
"","Procedimiento Operativo (Alcance )","Contratista","Otro","¿Se pueden agregar o eliminar pasos del procedimiento operativo y cómo hacerlo en caso de ser posible?","Problema: El contratista consulta si es posible agregar o eliminar pasos en el procedimiento operativo y cuál es el procedimiento para hacerlo.

Causa: Ajustes en el alcance del proyecto o corrección de errores en la secuencia de actividades registradas.

Solución:

Agregar pasos: El usuario tiene autonomía para hacerlo directamente desde el módulo de la Matriz IPERC.

Eliminar pasos: Esta acción está restringida para contratistas por integridad de datos. El usuario debe indicar a Soporte el número de paso o descripción exacta para que se realice la eliminación manual.

Material de Apoyo: Se entregó una guía técnica para la edición de la IPERC.","Capacitación","Incidencias de Usuario"
"","Plan de rescate","Contratista","Borrar/Eliminar","Borrar los documentos con los nombres ""Plan de Rescate en Plataformas de Elevación_Morelia"" y ""PLAN DE RESCATE_Trabajos en Techumbre Morelia""","Problema: El contratista solicita borrar dos archivos de Plan de Rescate específicos para depurar el repositorio del proyecto.

Archivos Eliminados:

Plan de Rescate en Plataformas de Elevación_Morelia

PLAN DE RESCATE_Trabajos en Techumbre Morelia

Causa: Depuración documental necesaria para evitar confusiones en la revisión de seguridad de la OC 5501142729.

Solución:

Acción de Soporte: Se eliminaron permanentemente ambos registros de la base de datos.

Resultado: El repositorio ha quedado limpio de esos archivos.

Acción Requerida: El usuario debe actualizar su sesión para confirmar el borrado y proceder con la carga de la nueva documentación si es necesario.","Eliminación/Baja",""
"","Procedimiento Operativo (Alcance )","Técnico de Seguridad","Accesos (visualización/plataforma)","No puedo visualizar el POE, ni la IPERC, ni el plan de rescate, el contratista menciona que ya cargo todo y que lo subio correctamente pero a mi no me deja visualizarlo, rechace la información porque por alguna razon todo aparece como aprovado aunque no este cargado nada","Problema: El Técnico de Seguridad no visualiza el POE, la IPERC ni el Plan de Rescate. Existe confusión porque el sistema muestra estatus de ""aprobado"" sin contenido visible, por lo que el Técnico optó por rechazar la información.

Causa: El sistema utiliza un flujo de aprobación lineal y secuencial. El bloqueo se origina porque el Alcance no tiene la aprobación formal en el sistema; sin este paso, el servidor no ""desbloquea"" la visualización de los módulos subsecuentes (POE -> IPERC -> Plan de Rescate).

Solución (Flujo de Desbloqueo):

Aprobar el Alcance: Es el primer paso obligatorio.

Sincronización: Esperar 1-2 minutos tras cada aprobación.

Refrescar (F5): Actualizar la página para que el sistema muestre el siguiente módulo (POE).

Validación Secuencial: Repetir el proceso conforme se revisen y aprueben los documentos en orden.","Capacitación","Incidencias de Usuario"
"","Evaluación Diaria","Técnico de Seguridad","Revisión de información ingresada/sistema","Tengo problemas para cerrar la evaluación diaria que tengo registrada en este proyecto. He subido la información pero no se ve reflejada","Problema: El Técnico de Seguridad no puede cerrar la evaluación diaria. Aunque subió la información, el sistema no la reconoce y el estatus no cambia.

Causa: Conflicto de fechas. Los formularios se enviaron con fecha del 08/10/25, pero el flujo del proyecto se inició el 07/10/25. Al no coincidir, el sistema no puede ""atar"" la evaluación al registro correcto.

Solución:

Acción de Soporte: Se ajustaron manualmente las fechas en la base de datos para que coincidan con el inicio del flujo.

Recordatorio Clave: La fecha de los formularios debe ser idéntica a la fecha de alta del flujo para evitar bloqueos de validación.

Acción Requerida: El usuario debe actualizar su sesión para confirmar que el cierre ya es visible.","Datos (información incorrecta)","Incidencias de Usuario"
